Title,Link,Author Keywords,Index Keywords
"Evaluation of groundwater vulnerability in the lower Varuna catchment area, Uttar Pradesh, India using AVI concept","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897479034&doi=10.1007%2fs12594-014-0039-9&partnerID=40&md5=5593dd498e81c2495aea0b95c095dbbc","Aquifer Vulnerability Index; Groundwater quality; Uttar Pradesh; Varanasi; Varuna river","alluvial deposit; aquifer; environmental monitoring; environmental planning; groundwater; vulnerability; water chemistry; water quality; India; Uttar Pradesh; Varanasi; Varuna River; Varuna"
"Urban expansion and environmental risk in the São Paulo Metropolitan Area","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880913686&doi=10.3354%2fcr01161&partnerID=40&md5=d018321f7f446614c0c14f5db30ff2f2","Climate change; Disasters; Flood; Intense precipitation; Landslide; Urban planning","Environmental risk factor; Environmental risks; Flood risks; High-risk areas; Intense precipitation; Metropolitan area; Spatial informations; Urban expansion; Climate change; Disasters; Floods; Landslides; Maps; Urban planning; climate change; environmental risk; flood; Landsat thematic mapper; landslide; metropolitan area; prediction; probability; risk assessment; risk factor; software; spatial analysis; urban area; urban growth; urban planning; Brazil; Sao Paulo [Brazil]"
"A territorial fire vulnerability model for Mediterranean ecosystems in South America","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871804062&doi=10.1016%2fj.ecoinf.2012.06.004&partnerID=40&md5=d8a862b306a70e18328ec2f47cff7285","Damage potential; Danger; Fire risk; Risk map; Urban-wildland interface zone","database; economic analysis; ecosystem management; fire behavior; forest fire; interface; numerical model; territory; vulnerability; wildfire; Chile; Mediterranean Region"
"Potential risk map for avian influenza A virus invading Japan","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871177018&doi=10.1111%2fddi.12006&partnerID=40&md5=2f4e6f6786c7818f8980b2cb9031cfa0","Avian flu; Eigenvector-based spatial filtering; HPAI-H5N1; MaxEnt; Species distribution model","abundance; avian influenza; biological invasion; biosafety; eigenvalue; environmental factor; environmental gradient; map; maximum entropy analysis; migratory population; population distribution; population size; poultry; risk assessment; urban area; virus; waterfowl; wild population; Japan; Pacific Coast [Japan]; Anas; Aves; Avian influenza virus; Aythya; Influenza A virus; Influenzavirus A"
"Local environmental and meteorological conditions influencing the invasive mosquito Ae. albopictus and arbovirus transmission risk in New York City","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028759787&doi=10.1371%2fjournal.pntd.0005828&partnerID=40&md5=c2423be7f2c09a4bec4925814fd58860",,"Aedes albopictus; Arbovirus; Article; chikungunya; disease transmission; environmental factor; geographic distribution; meteorology; mosquito vector; New York; nonhuman; predictive value; public health; sensitivity and specificity; validation process; vector control; Aedes; animal; Arbovirus; Arbovirus Infections; classification; environment; isolation and purification; physiology; risk factor; season; transmission; virology; weather; Aedes; Animals; Arbovirus Infections; Arboviruses; Chikungunya Fever; Environment; Mosquito Vectors; New York City; Public Health; Risk Factors; Seasons; Weather"
"Linking neighborhood characteristics and drug-related police interventions: A Bayesian spatial analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014831401&doi=10.3390%2fijgi6030065&partnerID=40&md5=fc46853110d8e229d88f4e423b392e33","Bayesian spatial modeling; Drug-related police interventions; Neighborhoods; Risk maps; Small-area variations",
"A new GIS-based tsunami risk evaluation: MeTHuVA (METU tsunami human vulnerability assessment) at Yenikapl, Istanbul","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979649902&doi=10.1186%2fs40623-016-0507-0&partnerID=40&md5=e478517a9b918e2554a82120b090039c","Analytical hierarchical process (AHP); Geographic information systems (GIS); Istanbul; METU tsunami human vulnerability assessment (MeTHuVA); Multi-criteria decision analysis (MCDA); Tsunami; Tsunami risk analysis; Yenikapl","analytical hierarchy process; decision analysis; GIS; multicriteria analysis; numerical model; risk assessment; tsunami; vulnerability; Istanbul [Turkey]; Sea of Marmara; Turkey"
"Urban scenarios modifications due to the earthquake: ruins formation criteria and interactions with pedestrians’ evacuation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959904684&doi=10.1007%2fs10518-016-9872-0&partnerID=40&md5=08693e238180d393b43b1c864309a122","Earthquake evacuation; Earthquake risk assessment; Human behaviours; Multi-agent model; Ruins generation; Simulation model","Autonomous agents; Behavioral research; Computational methods; Geophysics; Interference suppression; Maps; Multi agent systems; Risk assessment; Risk management; Social sciences; Earthquake risk; Human behaviours; Multi-Agent Model; Ruins generation; Simulation model; Earthquakes; building; earthquake; environmental change; human behavior; nature-society relations; numerical model; pedestrian; risk assessment; vulnerability"
"A disaster resilient built environment in urban cities: The need to empower local governments","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928812683&doi=10.1108%2fIJDRBE-10-2014-0071&partnerID=40&md5=f682e7ee4664a3a587ca6794a6b14732","Built environment; Cities; Empowerment; Local governments; Natural disasters; Sri Lanka","decision making; disaster; empowerment; governance approach; risk assessment; socioeconomic conditions; urban area; vulnerability; Sri Lanka"
"Development of a remote sensing-based method to map likelihood of common ragweed (ambrosia artemisiifolia) presence in urban areas","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891746131&doi=10.1109%2fJSTARS.2013.2254469&partnerID=40&md5=efcaca74e21d358220ee6a431644e149","Common Ragweed; Confusion; Fuzzy-logic; Habitat; Object oriented; Operationalization; Radiometric spectrum; Rapid eye; Riskmaps; SPOT 4; Vegetation; WorldView 2","Common Ragweed; Confusion; Habitat; Object oriented; Operationalization; Radiometric spectrum; Rapid eye; Riskmaps; SPOT 4; Worldview-2; Climate change; Vegetation; Remote sensing; fuzzy mathematics; landscape; map; plant; remote sensing; spatial resolution; SPOT; urban area; vegetation dynamics; Ambrosia; Ambrosia artemisiifolia"
"Flood risks in a dynamic urban agglomeration: A conceptual and methodological assessment framework","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871935740&doi=10.1007%2fs11069-012-0453-5&partnerID=40&md5=74300963ac1df208aba63d640fe89e39","Flood risk assessment; Geoinformatics; Indicator-based approach; Santiago de Chile; Urban area","agglomeration; conceptual framework; disaster management; flood forecasting; GIS; hazard assessment; methodology; risk assessment; satellite data; urban area; Chile; Metropolitana; Santiago [Metropolitana]"
"Seismic vulnerability assessment at urban scale using data mining and GIScience technology: application to Urumqi (China)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065878731&doi=10.1080%2f19475705.2018.1524400&partnerID=40&md5=a534836f8af1f5a92cc43d087d8e22fd","data mining; EMS-98; GIScience; seismic vulnerability; Urumqi","Maps; Population statistics; Risk perception; Seismology; Urban planning; EMS-98; GIScience; High population density; Seismic vulnerability; Traditional approaches; Urumqi; Vulnerability assessments; Vulnerability classifications; Data mining"
"Sand dune risk assessment in Sabha region, Libya using Landsat 8, MODIS, and Google earth engine images","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063528470&doi=10.1080%2f19475705.2018.1518880&partnerID=40&md5=801a46dbcb7e6c83429167d0efda4859","GIS; Landsat image; Libya; Remote sensing; Sand dune risk","Altitude control; Geographic information systems; Land use; Landforms; Maps; Population statistics; Rain; Remote sensing; Sand; Textures; Urban transportation; Controlling factors; Environmental problems; Influential factors; Landsat images; Libya; Population densities; Sand dunes; Vulnerability assessments; Risk assessment"
"Flood risk mapping using GIS and multi-criteria analysis: A greater toronto area case study","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051033000&doi=10.3390%2fgeosciences8080275&partnerID=40&md5=499e6bf0779e1a2157a958e007b3623a","Analytical hierarchical process (AHP); Flood risk; GIS modeling; Multi-criteria analysis",
"Spatiotemporal modeling of relative risk of dengue disease in Colombia","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031097832&doi=10.1007%2fs00477-017-1461-5&partnerID=40&md5=96ed0c242dc10c777cac39db415599ad","Areal data; Land surface temperature; Normalized difference vegetation index; Space-time interaction effects model","Maps; Markov processes; Statistical methods; Surface measurement; Surface properties; Vegetation; Areal data; Land surface temperature; Leave-one-out cross validations; Normalized difference vegetation index; Space-time interactions; Spatial and temporal resolutions; Spatial and temporal scale; Spatiotemporal interactions; Atmospheric temperature; dengue fever; estimation method; land surface; modeling; NDVI; risk factor; satellite imagery; spatiotemporal analysis; surface temperature; Colombia"
"An easy-To-use method for assessing nitrate contamination susceptibility in groundwater","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048551462&doi=10.1155%2f2018%2f1371825&partnerID=40&md5=99b5c324c0d4cc84774878aca9845e6c",,"groundwater pollution; nitrate; sewage; urban area; Italy"
"Flood risk assessment of Srinagar city in Jammu and Kashmir, India","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045695298&doi=10.1108%2fIJDRBE-02-2017-0012&partnerID=40&md5=76061a9292290808c239d2889ce342ee","2014 Kashmir flood; Exposure; Flood risk; Hazard; Srinagar city; Vulnerability","Cartosat; demography; digital elevation model; disaster management; extreme event; flood; GIS; GPS; Landsat; natural hazard; risk assessment; socioeconomic conditions; vulnerability; water depth; India; Jammu and Kashmir; Srinagar [Jammu and Kashmir]"
"Topography-and nightlight-based national flood risk assessment in Canada","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018916913&doi=10.5194%2fhess-21-2219-2017&partnerID=40&md5=2d5658e502de7554d260c3ba4ff88721",,"Digital instruments; Economics; Flood control; Forestry; Geomorphology; Hazards; Land use; Mapping; Maps; Population statistics; Risk assessment; Sensitivity analysis; Surveying; Topography; Uncertainty analysis; Water management; Water resources; Computational tractability; Digital elevation model; Exposure parameters; Flood risk assessments; Large-scale analysis; Population densities; Water-related problems; Waterresource management; Floods; digital elevation model; drainage; hazard; hazard assessment; hydraulics; mapping method; population density; risk assessment; topography; uncertainty analysis; water resource; Alberta; Calgary; Canada; Manitoba; Winnipeg"
"Cutaneous leishmaniasis prevalence and morbidity based on environmental factors in Ilam, Iran: Spatial analysis and land use regression models","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982784044&doi=10.1016%2fj.actatropica.2016.08.002&partnerID=40&md5=a60fef03ea971104e9a10b165e404c87","Cutaneous leishmaniasis; Environmental variable; GIS; LUR; Spatial analysis","rain; soil; disease control; disease prevalence; endemism; environmental factor; GIS; land use change; leishmaniasis; morbidity; regression analysis; spatial analysis; aridisol soil; Article; computer program; demography; dry farming; endemic disease; environmental factor; environmental impact assessment; environmental temperature; forest; geographic distribution; geographic elevation; geographic information system; human; inceptisol soil; infection risk; Iran; irrigation (agriculture); land use; major clinical study; morbidity; poorland; population density; prediction; prevalence; probability; regression analysis; skin leishmaniasis; soil; spatial analysis; statistical model; urban area; agriculture; altitude; city; environment; Iraq; Leishmaniasis, Cutaneous; Poisson distribution; prevalence; risk factor; statistics and numerical data; temperature; Ilam; Iran; Agriculture; Altitude; Cities; Environment; Forests; Geographic Information Systems; Humans; Iran; Iraq; Leishmaniasis, Cutaneous; Poisson Distribution; Prevalence; Rain; Regression Analysis; Risk Factors; Soil; Spatial Analysis; Temperature"
"Modeling and visualizing uncertainties of flood boundary delineation: algorithm for slope and DEM resolution dependencies of 1D hydraulic models","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954554055&doi=10.1007%2fs00477-016-1212-z&partnerID=40&md5=443beb543a841edfd8e5d3742adaaa99","1D hydraulic modeling; Digital elevation model (DEM); Geographical information systems (GIS); Quantile regression; River flood inundation; Uncertainty","Decision making; Digital instruments; Flood control; Forestry; Geographic information systems; Geomorphology; Hydraulic models; Maps; Risk assessment; Risk management; Rivers; Surveying; Uncertainty analysis; Boundary delineation; Digital elevation model; Management planning; Quantile regression; Resolution dependency; River floods; Uncertainty; Visualizing uncertainties; Floods; accuracy assessment; algorithm; digital elevation model; flood control; GIS; mapping; one-dimensional modeling; regression analysis; risk assessment; river flow; uncertainty analysis; urban planning; Eskilstuna; Sodermanland; Sweden"
"Seismic risk analysis at urban scale in italy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944463489&doi=10.1007%2f978-3-319-21470-2_29&partnerID=40&md5=f3e991367d24671220bf8ab414c40a7e","Earthquake engineering; Reliability engineering; Risk analysis; Seismic fragility functions; Seismic hazard; Socio-Economic modelling","Decision making; Earthquakes; Geographic information systems; Geophysics; Maps; Reliability analysis; Risk analysis; Risk assessment; Seismology; Urban planning; Earthquake engineering; Reliability engineering; Seismic fragility; Seismic hazards; Socio-economics; Seismic design"
"Assessing agricultural drought disaster risk in Chengde city using stochastic method","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881013292&doi=10.3969%2fj.issn.1002-6819.2013.14.018&partnerID=40&md5=15cb57d408f34801fffdfaa28f9b8a11","Agricultural drought severity frequency; Drought; Probability distribution; Risk assessment; Yield loss rate","Agricultural drought; Agricultural drought disasters; Agricultural productions; Fuzzy evaluation method; Quantitative assessments; Regression relationship; Statistical analysis methods; Yield loss; Agriculture; Disasters; Food supply; Maps; Probability distributions; Regression analysis; Risk assessment; Soil moisture; Drought"
"Ground Risk Map for Unmanned Aircraft in Urban Environments","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065738378&doi=10.1007%2fs10846-019-01015-z&partnerID=40&md5=aedb14ecc294714bbcc8b47711d4e19e","Aviation safety; Probability of fatality; Risk assessment; Risk map; Unmanned aerial vehicles; Unmanned aircraft","Aircraft accidents; Decision making; Location; Maps; Population statistics; Unmanned aerial vehicles (UAV); Urban planning; Assessment process; Aviation safety; Environmental characteristic; Population densities; Probabilistic approaches; Risk maps; Unmanned aircrafts; Urban environments; Risk assessment"
"A GIS-based procedure for preliminary mapping of pluvial flood risk at metropolitan scale","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049333533&doi=10.1016%2fj.envsoft.2018.05.020&partnerID=40&md5=434aab28fbaa8858d32eecd67f0e13a5","Impact assessment; Pluvial flood; Risk map; Rome; Susceptibility analysis","Economics; Geographic information systems; Mapping; Maps; Probability density function; Risk assessment; Risk management; Urban planning; Comparative analysis; Economic activities; Emergency management; Impact assessments; Probability densities; Risk maps; Rome; Susceptibility analysis; Floods; analytical method; cost analysis; cultural heritage; economic activity; flooding; GIS; historical record; map; metropolitan area; probability; risk assessment; spatial analysis; Italy; Lazio; Roma [Lazio]; Rome"
"An Innovative Algorithm to Estimate Risk Optimum Path for Unmanned Aerial Vehicles in Urban Environments","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063385345&doi=10.1016%2fj.trpro.2018.12.006&partnerID=40&md5=b5af987aedae611cb287407022bc52ff","risk assessment; risk map; risk-aware path planning; RRT; unmanned aerial vehicles",
"Decision support for adaptation planning of urban drainage systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030169129&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000840&partnerID=40&md5=b0a200d209e9c522dda5815c86fa659a",,"Drainage; Knowledge based systems; Maps; Population statistics; Urban growth; Visualization; Changing environment; Climate projection; Constant pressures; Heavy precipitation; Integrated approach; Statistical downscaling; Urban drainage model; Urban drainage systems; Decision support systems; adaptive management; climate prediction; decision support system; urban development; urban drainage; urban planning; Alpine County; California; United States"
"Regional Risk Assessment addressing the impacts of climate change in the coastal area of the Gulf of Gabes (Tunisia)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949578041&doi=10.1007%2fs11625-015-0344-2&partnerID=40&md5=a35c45ef700e2daccbe3536e9fbd59e4","Climate change; Coastal zones; Geographic Information System; Multi Criteria Decision Analysis; Regional Risk Assessment",
"Advances in remote sensing of flooding","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949651204&doi=10.3390%2fw7116404&partnerID=40&md5=d3abedc45f4c08ff76c01bb1e7b93556","Flood; Flood risk analyses and mitigation; Geographic information system (GIS); Mapping flood extent and assessing flood damage; Remote sensing and geospatial technologies and datasets",
"Biology & control of Anopheles culicifacies Giles 1901","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84932109196&partnerID=40&md5=f9b9a408ed35bf6aedfc40b5dcbd74e9","Anopheles culicifacies; Bionomics distribution; India; Insecticide resistance; Malaria; Sibling species; Vector genetics","bifenthrin; chlorphenotane; cyfluthrin; cyhalothrin; cypermethrin; deltamethrin; hexachlorocyclohexane; malathion; insecticide; rain; Anopheles culicifacies; budget; disease transmission; ecology; epidemic; epidemiological monitoring; evidence based medicine; forest; geographic distribution; human; India; indoor residual spraying; insect genetics; insecticide resistance; larva; malaria; malaria control; nonhuman; parasite identification; prevalence; public health; Review; season; sibling; species distribution; stratification; taxonomy; vector control; animal; Anopheles; genetics; insect vector; malaria; mosquito control; pathogenicity; transmission; Anopheles dirus; Anopheles fluviatilis; Anopheles minimus; Anopheles stephensi; chromosome polymorphism; cost effectiveness analysis; deforestation; DNA probe; DNA sequence; evidence based practice; health care management; integrated vector management; karyotype; malaria; malaria control; male sterility; molecular biology; morbidity; mortality; multiplex polymerase chain reaction; organism colony; polytene chromosome; population abundance; risk factor; rural area; species identification; sympatricity; urban area; Animals; Anopheles; Ecology; Humans; India; Insect Vectors; Insecticide Resistance; Insecticides; Malaria; Mosquito Control"
"A GIS-based volcanic hazard and risk assessment of eruptions sourced within Valles Caldera, New Mexico","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886233641&doi=10.1016%2fj.jvolgeores.2013.09.005&partnerID=40&md5=048a0fdb9a4cbf66ff1159b4df02ba03","Geographical information system; Multi-criteria evaluation; Risk assessment; Volcanic hazards; Vulnerability","Multi-criteria evaluation; Pairwise comparison matrices; Potential distributions; Volcanic hazards; Vulnerability; Vulnerability assessments; Weighted linear combinations; Wind speed and directions; Deposits; Fallout; Geographic information systems; Maps; Principal component analysis; Probability distributions; Risk assessment; Hazards; crater; GIS; hazard assessment; lava flow; multicriteria analysis; pyroclastic flow; risk assessment; volcanic eruption; volcanology; vulnerability; Jemez Mountains; New Mexico; United States; Valles Caldera"
"Flash flood inundation map preparation for wadis in arid regions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940217097&doi=10.1007%2fs12517-012-0614-6&partnerID=40&md5=81bd196576c0bf87a08b874de32325bd","Arid region; Cross section; Flash floods; Inundation; Saudi Arabia; Synthetic rating curve; Wadi","arid region; cross section; digital elevation model; drainage basin; flash flood; flood damage; flow velocity; land use; map; rating curve; surface water; surveying; urban development; Saudi Arabia"
"VISK: A GIS-compatible platform for micro-scale assessment of flooding risk in urban areas","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899016613&partnerID=40&md5=ed1d6c0c127f49ccdedd908e6ec4e453","Bayesian parameter estimation; Fragility; Graphical user interface; Portfolio of structures; Vulnerability assessment","Algorithms; Buildings; Civil engineering; Computational methods; Engineering geology; Finite element method; Graphical user interfaces; Maps; MATLAB; Mechanical properties; Monte Carlo methods; Population statistics; Probability distributions; Repair; Risk assessment; Structural dynamics; Bayesian parameter estimation; Flood risk assessments; Fragility; Open-source softwares; Population densities; Structural model parameters; Structural modeling; Vulnerability assessments; Floods"
"Multifactor-based environmental risk assessment for sustainable land-use planning in Shenzhen, China","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058416567&doi=10.1016%2fj.scitotenv.2018.12.118&partnerID=40&md5=a7eb97cbc832466a25fb36b8ba14aced","Analytical hierarchy process; Environmental risk assessment; GIS; Land-use planning; Low-impact development; Risk maps","Ecosystems; Geographic information systems; Land use; Maps; River pollution; Sustainable development; Urban growth; Analytical Hierarchy Process; Environmental risk assessment; Land Use Planning; Low impact development; Risk maps; Risk assessment; analytical hierarchy process; GIS; land use planning; map; risk assessment; sustainable development; urban ecosystem; article; China; controlled study; ecosystem; geographic information system; human; hydrology; nonpoint source pollution; reliability; risk assessment; river; topography; urban area; validation process; water supply; China; Guangdong; Shenzhen"
"How do households perceive flood-risk? The impact of flooding on the cost of accommodation in Dublin, Ireland","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052964354&doi=10.1016%2fj.scitotenv.2018.08.439&partnerID=40&md5=dfbda0b20b0ad823fdfa37640d2a5e13","Amenity valuation; Environmental risk; GIS spatial analysis; Hedonic pricing; Housing markets; Valuation","Behavioral research; Climate change; Costs; Housing; Maps; Public policy; Resource valuation; Risk assessment; Risk perception; Surveys; Environmental risks; Hedonic pricing; Hedonic regression; Housing markets; Ordnance surveys; Policy implications; Residential accommodation; Spatial analysis; Floods; amenity; cost analysis; environmental risk; flooding; GIS; housing market; perception; price dynamics; spatial analysis; valuation; article; awareness; consumer; Cuscuta; flooding; household; housing; human; human rights; insurance; Ireland; market; nonhuman; perception; prevalence; risk assessment; river; spatial analysis; Dublin [(CTY) Leinster]; Ireland; Leinster; Cuscuteae"
"Assessing Vulnerability and Fire Risk in Old Urban Areas: Application to the Historical Centre of Guimarães","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053907016&doi=10.1007%2fs10694-018-0778-z&partnerID=40&md5=9f7a04077fe63d3460e5cc9a6a3031bf","Emergency planning; Fire risk; Fire Risk Index method; Historical centres; Old buildings","Buildings; Disaster prevention; Disasters; Fires; Maps; Urban planning; Emergency planning; Fire risk index; Fire risks; Historical centres; Old buildings; Risk assessment"
"Modelling benzene series pollutants (BTEX) build-up loads on urban roads and their human health risks: Implications for stormwater reuse safety","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051381581&doi=10.1016%2fj.ecoenv.2018.08.031&partnerID=40&md5=669d5558106f853c656bc4b012e9214c","Artificial neural network; Benzene series compounds (BTEX); Stormwater pollutant processes; Stormwater quality; Stormwater reuse","benzene; storm water; benzene; rain; water; artificial neural network; BTEX; health risk; numerical model; public health; road traffic; runoff; stormwater; urban area; water pollution; water quality; Article; artificial neural network; China; city planning; decision making; environmental protection; health hazard; highway; human; laboratory test; land use; pollution; risk assessment; urban area; waste water recycling; water quality; analysis; chemistry; city planning; environmental monitoring; public health; risk factor; theoretical model; water pollutant; water supply; China; Guangdong; Shenzhen; Benzene; China; City Planning; Environmental Monitoring; Humans; Models, Theoretical; Public Health; Rain; Risk Factors; Urban Renewal; Water; Water Pollutants, Chemical; Water Supply"
"A Statistical Approach to Mapping Flood Susceptibility in the Lower Connecticut River Valley Region","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054719033&doi=10.1029%2f2018WR023018&partnerID=40&md5=d8bb89dc47d37826f8011fcb906a62b2","extreme events; flood risk map; flood susceptibility; GIS; multivariate logistic regression; remote sensing","Geographic information systems; Health risks; Land use; Landforms; Maps; Regression analysis; Remote sensing; Risk assessment; Risk management; Rivers; Rural areas; Extreme events; Factor contribution; Federal Emergency Management Agency; Flood risks; Logistic regressions; Multivariate logistic regressions; Quantitative method; Statistical approach; Floods; computer simulation; extreme event; flood control; GIS; land use; mapping; multivariate analysis; probability; regression analysis; remote sensing; risk factor; rural area; urban area; Connecticut Valley; United States"
"Evacuation paths in historic city centres: A holistic methodology for assessing their seismic risk","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050380044&doi=10.1016%2fj.ijdrr.2018.07.010&partnerID=40&md5=cd3ee3d19a6be82349e373ba66dcedf2","Earthquake emergency evacuation; Evacuation path network; Risk index evaluation; Safe paths; Urban path damages; Urban path network",
"Developing surface water flood forecasting capabilities in Scotland: an operational pilot for the 2014 Commonwealth Games in Glasgow","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006901796&doi=10.1111%2fjfr3.12281&partnerID=40&md5=e1b489a9cb794bb1386a9e2936fba8a0","Communication; flood forecasting; impacts; probabilistic; surface water; urban","Commonwealth of Nations; communication; flood forecasting; flooding; hydrological modeling; real time; risk assessment; surface water; uncertainty analysis; urban area; Scotland; United Kingdom"
"Dynamic model for pedestrian crossing in congested traffic based on probabilistic navigation function","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033569968&doi=10.1016%2fj.trc.2017.10.024&partnerID=40&md5=018a056a6759acc904f6d5ba4b8b5f99","Accidents avoidance; Motion planning; Pedestrians safety; Perception model; Probability for collision","Accidents; Crosswalks; Highway accidents; Laws and legislation; Maps; Motion planning; Probability; Risk assessment; Risk perception; Risks; Roads and streets; Robot programming; Robots; Traffic congestion; Transportation; Vehicles; Agent based simulation; Aggressive maneuvers; Autonomous Vehicles; Experimental investigations; Perception Modeling; Probabilistic navigation; Robotics motion planning; Traffic regulations; Pedestrian safety; collision avoidance; control system; pedestrian; perception; probability; simulation; traffic congestion; transportation planning; transportation safety; travel behavior"
"Regional disaster risk evaluation of China based on the universal risk model","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023781659&doi=10.1007%2fs11069-017-2984-2&partnerID=40&md5=313ec1582fb94d17ac9572127db53833","Natural disaster; Regional disaster; Risk evaluation; Universal risk model","disaster management; natural disaster; regional planning; risk assessment; China"
"Spatiotemporal distribution of an invasive insect in an urban landscape: introduction, establishment and impact","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028765414&doi=10.1007%2fs10980-017-0565-0&partnerID=40&md5=d8dff767aaf92ca950c758759667e5f2","Empirical Bayesian Kriging; Generalized additive model; GIS; Pathways; Response curves; Risk maps; Stages of invasion","abundance; Bayesian analysis; biological invasion; dispersal; empirical analysis; insect; invasive species; kriging; population distribution; risk assessment; spatiotemporal analysis; urban area; California; United States; Citrus; Diaphorina citri; Hexapoda; Psyllidae"
"Spatio-temporal distribution of Vector-Host Contact (VHC) ratios and ecological niche modeling of the west nile virus mosquito vector, culex quinquefasciatus, in the City of New Orleans, LA, USA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027067382&doi=10.3390%2fijerph14080892&partnerID=40&md5=3726f10864365796d7bcccd32299e696","Culex quinquefasciatus; Distribution risk; Habitat suitability; New Orleans; West Nile virus","correlation; disease transmission; disease vector; ecological modeling; risk assessment; spatiotemporal analysis; virus; adult; Article; biophysics; climate; Culex quinquefasciatus; density; ecological niche; ecosystem health; ecosystem resilience; female; host pathogen interaction; land use; Louisiana; mosquito vector; nonhuman; predictor variable; residential area; socioeconomics; spatiotemporal analysis; tree; vector host contact; virus transmission; West Nile virus; wetland; animal; Culex; ecosystem; human; physiology; statistical model; transmission; virology; West Nile fever; Louisiana; New Orleans; United States; Culex pipiens quinquefasciatus; West Nile virus; Animals; Culex; Ecosystem; Female; Humans; Linear Models; Mosquito Vectors; New Orleans; West Nile Fever; West Nile virus"
"Mapping distance-decay of cardiorespiratory disease risk related to neighborhood environments","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980319840&doi=10.1016%2fj.envres.2016.07.038&partnerID=40&md5=09c3d5a175088b74f4ba2578db723eed","Cardiorespiratory diseases; Distance-decay; Human health; Neighborhoods environments","cardiovascular disease; GIS; health risk; health survey; mapping; neighborhood; numerical method; public health; respiratory disease; risk assessment; spatial analysis; air pollution; Article; Brazil; cardiovascular disease; circulation; cross-sectional study; environmental factor; female; fire ecology; geographic information system; geographic mapping; highway; hospital admission; human; land use; major clinical study; male; motor vehicle; neighborhood; priority journal; respiratory tract disease; risk factor; urban area; adverse effects; demography; environmental exposure; Heart Diseases; Respiration Disorders; risk assessment; spatial regression; statistics and numerical data; Brazil; Federal District [Brazil]; Brazil; Cross-Sectional Studies; Environmental Exposure; Heart Diseases; Humans; Patient Admission; Residence Characteristics; Respiration Disorders; Risk Assessment; Spatial Regression"
"A common methodology for risk assessment and mapping for south-east Europe: an application for heat wave risk in Romania","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961595176&doi=10.1007%2fs11069-016-2291-3&partnerID=40&md5=c3d48f0aa945dd0c9e7222859bd33054","Heat waves; Risk assessment; Risk-mapping",
"Probabilistic seismic risk assessment of Lorca through scenario simulations [Evaluación probabilista del riesgo sísmico en Lorca mediante simulaciones de escenarios]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924560193&doi=10.1016%2fj.rimni.2014.12.001&partnerID=40&md5=e85f2eef1bcb6da5901e3c383811dbb6","Average annual loss; Loss exceedance curve; Numeric simulation; Seismic hazard; Seismic risk assessment",
