Title,Link,Author Keywords,Index Keywords
"Influence of fuels, weather and the built environment on the exposure of property to wildfire","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909992913&doi=10.1371%2fjournal.pone.0111414&partnerID=40&md5=e48664d1ebef886cc378bf9047045d6b",,"fuel; Article; cost benefit analysis; environmental exposure; environmental factor; environmental management; environmental monitoring; fire ecology; landscape ecology; moisture; natural disaster; risk management; sensitivity analysis; urban area; weather; wildfire; Bayes theorem; fire; risk assessment; theoretical model; United States; Bayes Theorem; California; Fires; Models, Theoretical; Risk Assessment; Weather"
"Mammographic breast density as a risk factor for breast cancer: Awareness in a recently screened clinical sample","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899993377&doi=10.1016%2fj.whi.2014.02.005&partnerID=40&md5=06cdb99f91803c0bc2d75a078605e444",,"adult; African American; article; Asian American; awareness; breast biopsy; breast cancer; breast density; cancer risk; cancer screening; Caucasian; cross-sectional study; demography; density; educational status; ethnic difference; family history; female; health care disparity; health care policy; Hispanic; human; income; mammography; medical practice; patient education; questionnaire; social aspect; tertiary health care; young adult; Adult; Aged; Awareness; Breast; Breast Neoplasms; Cross-Sectional Studies; District of Columbia; Female; Health Knowledge, Attitudes, Practice; Humans; Mammography; Mass Screening; Middle Aged; Risk Factors; Socioeconomic Factors; Urban Population"
"Analysing urban resilience through alternative stormwater management options: Application of the conceptual Spatial Decision Support System model at the neighbourhood scale","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892736160&doi=10.2166%2fwst.2013.527&partnerID=40&md5=bde457f7d05cc68fa46c3e8bd0b2f29f","DS3 model; Neighbourhood scale; Stormwater management system; Urban resilience","Flood risk management; Integrated approach; Neighbourhood; Socio-economic change; Spatial decision support systems; Storm-water managements; Urban engineering; Urban resilience; Artificial intelligence; Climate change; Decision support systems; Flood control; Floods; Management; Storm sewers; Storms; Urban growth; Engineering geology; storm water; climate change; decision support system; ecosystem resilience; nature-society relations; neighborhood; numerical model; risk factor; socioeconomic status; stormwater; urban area; urbanization; water management; article; decision support system; ecosystem resilience; neighborhood; United States; urban area; water management; Cities; Decision Support Techniques; Drainage, Sanitary; Floods; Netherlands; New Orleans"
"Research and development priorities for energy islanding of military and industrial installations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883434746&doi=10.1061%2f%28ASCE%29IS.1943-555X.0000133&partnerID=40&md5=d0e21fc90544769070050c713779cc31","Energy; Multiple objective analysis; Risk management; Sustainable development; Technology assessment","Energy; Energy research and development; Industrial installations; Military installations; Multiple-objective analysis; Performance criterion; Research and development; Technology assessments; Electric power distribution; Environmental technology; Managers; Research; Research and development management; Risk management; Risk perception; Sustainable development; Investments; energy resource; performance assessment; planning method; research and development; risk assessment; strategic approach; sustainable development; technology adoption; trend analysis; uncertainty analysis"
"Storm surge disaster risk management: The Xynthia case study in France","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880229709&doi=10.1080%2f13669877.2012.737826&partnerID=40&md5=6ad6d0af3d24a74991b94324307259fe","adaptation strategies to natural disasters; emergency response planning; hazard; preparedness; risk assessment; storm surge; vulnerability","Emergency response planning; Natural disasters; preparedness; Storm surges; vulnerability; Disasters; Floods; Hazards; Risk assessment; Risk management; Storms; Emergency services"
"A threatened world city: The benefits of protecting London from the sea","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876927639&doi=10.1007%2fs11069-011-0075-3&partnerID=40&md5=b6ea08d03ecf3ab79c0f30976662140d","Economics; Flood risk management; London; Multi-criteria analysis; Storm surge","coastal protection; cost-benefit analysis; economic analysis; estuary; flood control; flooding; floodplain; multicriteria analysis; risk assessment; sensitivity analysis; storm surge; uncertainty analysis; England; London [England]; United Kingdom"
"Impact of grade separator on pedestrian risk taking behavior","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870300057&doi=10.1016%2fj.aap.2012.07.011&partnerID=40&md5=6f1423adf4076b89c1bfd6f85cb370bf","Gap acceptance; Grade separator; Logistic regression; Pedestrian behavior; Pedestrian risk","Gap acceptance; Gap size; Logistic regression models; Logistic regressions; Pedestrian behavior; Risk taking; Road crossing; Urban transport; Waiting-time; Logistics; Regression analysis; Risk management; Roads and streets; Separators; Transportation; Vehicles; Pedestrian safety; accident prevention; adolescent; adult; article; child; environmental planning; female; high risk behavior; human; India; injury; male; middle aged; mortality; psychological aspect; risk factor; statistical model; traffic accident; urban population; videorecording; walking; Accident Prevention; Accidents, Traffic; Adolescent; Adult; Child; Environment Design; Female; Humans; India; Logistic Models; Male; Middle Aged; Risk Factors; Risk-Taking; Urban Population; Videotape Recording; Walking"
"Structural damage prediction in a high-velocity urban dam-break flood: Field-scale assessment of predictive skill","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877663241&doi=10.1061%2f%28ASCE%29EM.1943-7889.0000427&partnerID=40&md5=d2f945d1b60eda57a5fc60a71da3f46e","Dam-break flood; LiDAR; Predictive skill; Structural damage; Uncertainty; Urban flooding","Dam-breaks; Predictive skill; Structural damages; Uncertainty; Urban flooding; Alarm systems; Errors; Failure (mechanical); Flood control; Forecasting; Fracture mechanics; Hydraulic models; Optical radar; Safety engineering; Structural analysis; Structural integrity; Velocity; Floods; dam; damage mechanics; discharge; flood; flow velocity; hydraulics; lidar; prediction; risk assessment; uncertainty analysis; urban area"
"Specific features of environment risk management in emerging territorial Structures","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866600982&partnerID=40&md5=67d72625c61e9aabd58b0ae895638e3e","Emerging structures; Environment risks; Pollution; Territorial dynamics; Territorial management","environmental impact; environmental management; environmental modeling; environmental risk; industrialization; metropolitan area; sustainable development; territorial management; urban pollution"
"Exposure estimation from multi-resolution optical satellite imagery for seismic risk assessment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873143523&doi=10.3390%2fijgi1010069&partnerID=40&md5=cfe5be898d5059da24c942da0f6a49d7","Disaster/risk management; Earthquakes; Exposure estimation; Remote sensing",
"Rainwater harvesting for urban flood management – An integrated modelling framework","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076554426&doi=10.1016%2fj.watres.2019.115372&partnerID=40&md5=ee390b8d7e70eb38458cc4c715a9c2b5","Rainwater harvesting tanks; Rapid flood inundation model; Urban flood risk mitigation; Urban flood simulation","Catchments; Cost benefit analysis; Damage detection; Flood control; Flood damage; Harvesting; Rain; Risk assessment; Runoff; Stochastic systems; Storms; Tanks (containers); Time series; Time series analysis; Water management; Water pollution; Water supply; Expected annual damages; Flood inundation modeling; Flood simulation models; Rain water harvesting; Stormwater management model(SWMM); Temporal distribution; Urban flood risks; Urban floods; Stochastic models; rain; storm water; water; boundary condition; drainage network; flood damage; harvesting; hydrological modeling; mass balance; rainwater; simulation; stormwater; temporal distribution; time series; water demand; water supply; Article; catchment; cost benefit analysis; evaluation study; flooding; priority journal; risk management; runoff; simulation; time series analysis; urban area; water supply; city; water flow; Australia; Melbourne; Victoria [Australia]; Cities; Floods; Rain; Water; Water Movements; Water Supply"
"Hospital effluent: A reservoir for carbapenemase-producing Enterobacterales?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063940467&doi=10.1016%2fj.scitotenv.2019.03.428&partnerID=40&md5=746ab6e88ab7aa1d81b7dd31aea2430f","Antimicrobial resistant bacteria; Carbapenem resistance; Carbapenemase-encoding genes; Hospital wastewater; Municipal wastewater","Antimicrobial agents; Encoding (symbols); Genes; Health risks; Hospitals; Microorganisms; Polymerase chain reaction; Risk management; Signal encoding; Carbapenems; Encoding genes; Hospital wastewater; Municipal wastewaters; Resistant bacteria; Effluents; antiinfective agent; carbapenemase; bacterial protein; beta lactamase; carbapenemase; antimicrobial activity; bacterium; effluent; polymerase chain reaction; public health; wastewater treatment; antibiotic sensitivity; Article; bacterial gene; bacterium carrier; bacterium detection; bacterium isolate; carbapenemase producing Enterobacteriaceae; controlled study; effluent; electroplating waste; hospital waste; Ireland; municipal wastewater; nonhuman; priority journal; real time polymerase chain reaction; risk management; sequence analysis; urban area; analysis; Enterobacteriaceae; growth, development and aging; hospital; metabolism; microbiology; waste water; water pollutant; Bacterial Proteins; beta-Lactamases; Enterobacteriaceae; Hospitals; Waste Water; Water Microbiology; Water Pollutants"
"Analysis of the public flood risk perception in a flood-prone city: The case of Jingdezhen city in China","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055964340&doi=10.3390%2fw10111577&partnerID=40&md5=cac1011d7c789cc82f77e270877263da","Disaster mitigation; Flood risk perception; Flood-prone city; Natural flood management; Questionnaire survey","Disasters; Flood control; Risk assessment; Risk management; Risk perception; Surveys; Disaster mitigation; Flood risk communications; Flood risk management; Flood risk reduction; Flood risks; Natural flood; Questionnaire surveys; Socio-demographic characteristics; Floods; disaster management; flood; flood control; natural hazard; policy approach; questionnaire survey; risk perception; strategic approach; urban area; China; Jiangxi; Jingdezhen"
"Comparison of remotely sensed PM2.5 concentrations between developed and developing countries: Results from the US, Europe, China, and India","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043590171&doi=10.1016%2fj.jclepro.2018.02.096&partnerID=40&md5=4db13bfc53251f334c05a251e8065114","Developed countries; Developing countries; Health risk exposure; Inter-country comparisons; Remotely sensed PM2.5; Spatiotemporal patterns","Air quality; Developing countries; Economics; Health risks; Land use; Pollution; Population statistics; Quality control; Remote sensing; Risk assessment; Risk management; Urban growth; Country comparisons; Developed countries; Remotely sensed PM2.5; Risk exposure; Spatiotemporal patterns; Pollution control"
"Collaborative Governance for Climate Change Adaptation: Mapping citizen–municipality interactions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045210283&doi=10.1002%2feet.1795&partnerID=40&md5=e8be3dc43a409f10864f257985380de8","autonomous adaptation; citizen participation; climate change adaptation; co-creation; co-production; collaborative arrangements; collaborative governance; disaster risk reduction; individual adaptation; nature-based solutions; private adaptation; risk governance","adaptive management; climate change; climate effect; disaster management; governance approach; local participation; mapping; sustainable development; Sweden"
"Perceptions of Risk and Vulnerability Following Exposure to a Major Natural Disaster: The Calgary Flood of 2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031912300&doi=10.1111%2frisa.12851&partnerID=40&md5=5d0d6da96af8dda8a1c3966ada8b6f65","Climate change; flooding; natural hazards; risk management; risk perception","Climate change; Disasters; Oil well flooding; Risk management; Risk perception; Direct experience; General publics; Infrastructure project; Large scale events; Major natural disasters; Natural hazard; Perceptions of risks; Public perception; Floods; climate change; flooding; mitigation; natural hazard; risk assessment; risk perception; vulnerability; World Wide Web; Alberta; Calgary; Canada; adult; article; climate change; decision making; flooding; government; human; manager; natural disaster; perception; resident; risk management; trust"
"Flash Flood Risk and the Paradox of Urban Development","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029911568&doi=10.1061%2f%28ASCE%29NH.1527-6996.0000268&partnerID=40&md5=7fea746b10fe989b8abc58bbb800917d","Development paradoxes; Flash floods; Residential recovery; Social sciences; South Carolina","Flood damage; Flood insurance; Hazards; Housing; Insurance; Land use; Laws and legislation; Rain; Risk management; Social sciences; Urban growth; Zoning; Catastrophic consequences; Development paradoxes; Development patterns; Flash flood; Historic development; Land use regulations; South Carolina; Spatial variability; Floods; antecedent conditions; catastrophic event; flash flood; flood damage; hazard assessment; land use planning; local government; mitigation; residential development; risk assessment; social structure; spatial variation; urban development; South Carolina; United States"
"A conceptual approach for evaluating the multiple benefits of urban flood management practices","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990216431&doi=10.1111%2fjfr3.12267&partnerID=40&md5=20a98398f59ea2dc72c6993978252030","Benefit dependency; benefit intensity; benefit profile; flood management; floodplain restoration; green infrastructure; urban flooding","conceptual framework; environmental restoration; flood; flooding; floodplain; infrastructure; management practice; risk assessment; spatial distribution; urban area; urban drainage; Oregon; Portland [Oregon]; United States"
"Building Urban Resilience for Disaster Risk Management and Disaster Risk Reduction","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043370675&doi=10.1016%2fj.proeng.2018.01.074&partnerID=40&md5=7d7eb671607591cd628f3820d27c209c","Built Environment; Disaster Risk Management; Disaster Risk Reduction; Sendai Framework; Sustainable Development Goals; Urban Resilience","Buildings; Climate change; Disaster prevention; Disasters; Environmental management; Environmental protection; Planning; Sustainable development; Built environment; Disaster management; Disaster preparedness; Disaster risk reductions; Future challenges; Sendai Framework; United Nations; Urban resilience; Risk management"
"A new methodology for modelling of health risk from urban flooding exemplified by cholera – case Dhaka, Bangladesh","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941730447&doi=10.1111%2fjfr3.12182&partnerID=40&md5=c76b6645ab996685cffbb4a73450940f","Dhaka; health risk; QMRA; sewer modelling; urban drainage; urban flooding; wastewater","cholera; developing world; disease prevalence; disease transmission; flooding; health risk; hydrodynamics; infectious disease; modeling; mortality; pathogen; urban drainage; wastewater; waterborne disease; Bangladesh; Dhaka [Bangladesh]"
"The data gap: An analysis of data availability on disaster losses in sub-Saharan African cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031810197&doi=10.1016%2fj.ijdrr.2017.09.026&partnerID=40&md5=4165e56a3969c5e8d3f686230e9cd5d9",,
"Predicting and communicating flood risk of transport infrastructure based on watershed characteristics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981539681&doi=10.1016%2fj.jenvman.2016.07.051&partnerID=40&md5=3a52b696d69753d3fdd7eeff74f2c21b","Artificial neural network; Binomial regression; Flood prediction; PLS; Stakeholder interactions; Transport infrastructure","artificial neural network; flood; numerical model; regression analysis; stakeholder; transportation infrastructure; watershed; Article; catchment; decision making; flooding; geographic information system; hazard assessment; interpersonal communication; land use; railway; risk management; soil quality; Sweden; topography; urban area; watershed management; artificial neural network; environmental protection; geography; least square analysis; regression analysis; risk; river; statistical model; theoretical model; traffic and transport; weather; Sweden; Varmland; Vastra Gotaland; Conservation of Natural Resources; Decision Making; Floods; Geography; Least-Squares Analysis; Models, Statistical; Models, Theoretical; Neural Networks (Computer); Regression Analysis; Risk; Rivers; Sweden; Transportation; Weather"
"Enhancing emergency response systems through leveraging crowdsensing and heterogeneous data","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994130506&doi=10.1109%2fIWCMC.2016.7577055&partnerID=40&md5=ecc8cc87eb381111cae2d6920774e7e1","Crowdsourcing; Emergency response; Smart city","Accidents; Crowdsourcing; Data integration; Decision making; Information management; Mobile computing; Risk assessment; Risk management; Wireless telecommunication systems; Alternative generation; Emergency response; Emergency response systems; Heterogeneous data integrations; Information infrastructures; Management platforms; Situational awareness; Smart cities; Emergency services"
"Review article: A review and critical analysis of the efforts towards urban flood risk management in the Lagos region of Nigeria","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957810313&doi=10.5194%2fnhess-16-349-2016&partnerID=40&md5=6284ff3f7a79617acfcf50225f80d85c",,"critical analysis; developing world; disaster management; flooding; hazard assessment; probability; risk assessment; urban area; Lagos [Lagos (STT)]; Lagos [Nigeria]; Nigeria"
"Participatory Sensing Data Tweets for Micro-Urban Real-Time Resiliency Monitoring and Risk Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979822832&doi=10.1109%2fACCESS.2016.2516918&partnerID=40&md5=47494091d21d3eae539832708eae1f31","copula; heatwave; S-BLUE; temperature; Twitter","Human resource management; Image reconstruction; Radiometers; Remote sensing; Risk management; Social networking (online); Temperature; Best linear unbiased estimation; copula; heatwave; Moderate resolution imaging spectroradiometer; Precautionary measures; S-BLUE; Social media platforms; Twitter; Atmospheric temperature"
"The role of roads and urban area in occurrence of an ornamental invasive weed: a case of Rudbeckia laciniata L","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939652277&doi=10.1007%2fs11252-015-0466-4&partnerID=40&md5=9dd4dd94eb0af175d58427213aa3ce6d","Biological invasion; Distribution; Landscape planning; National park; Risk management","Rudbeckia laciniata"
"Building climate change resilience through bottom-up adaptation to flood risk in Warri, Nigeria","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927708751&doi=10.1177%2f0956247814558194&partnerID=40&md5=10809d4deede5022226bbe20f29c48bd","climate change; flood adaptation choices; on-street floodwater retention pools; urban expansion; urban flood resilience; urban flood risk management; Warri-Nigeria","adaptive management; climate change; flood; informal settlement; risk assessment; urban development; Delta; Nigeria; Warri"
"Re-scaling risk governance using local appraisal and community involvement","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904038111&doi=10.1080%2f13669877.2013.822915&partnerID=40&md5=e7e1375577a89564f60148c6c6696703","appraisal; communication; emergency planning; municipal level; risk governance","Communication; Risk management; appraisal; Communication tools; Community involvement; Emergency planning; Financial constraints; Institutional contexts; Municipal levels; Risk governance; Highway planning"
"Risk perception and management in smallholder dairy farming in Tigray, Northern Ethiopia","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890786941&doi=10.1080%2f13669877.2013.815648&partnerID=40&md5=3ab01d61ade7b2784651d6bb15e1ff95","dairy farm; Ethiopia; factor analysis; risk management; risk perception","Agricultural research; Dairy farms; Descriptive statistics; Ethiopia; Financial managements; Institutional factors; Management strategies; Risk management strategies; Developing countries; Factor analysis; Multivariant analysis; Risk management; Risk perception; Farms"
"Temporal analysis of the relationship between leptospirosis and the occurrence of flooding due to rainfall in the city of Rio de Janeiro, Brazil, 2007-2012 [Análise temporal da relação entre leptospirose e ocorrência de inundações por chuvas no município do Rio de Janeiro, Brasil, 2007-2012]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906901908&doi=10.1590%2f1413-81232014199.06432014&partnerID=40&md5=5c11dde8be866fca8341da1a6f980b85","Climate; Floods; Leptospirosis; Temporal distribution","rain; Brazil; city; flooding; health; human; leptospirosis; time factor; Brazil; Cities; Floods; Humans; Leptospirosis; Rain; Time Factors; Urban Health"
"Social media and emergency management: Exploring state and local tweets","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902245466&doi=10.1109%2fHICSS.2014.249&partnerID=40&md5=79916ecbd212a6fb3c80a968bf484a48",,"Civil defense; Disasters; Risk management; Systems science; Citizen participation; Emergency management; Facebook; Government agencies; Social media; Social media monitoring; Social networking (online)"
"Risk assessment of estuaries under climate change: Lessons from Western Europe","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896543852&doi=10.1016%2fj.coastaleng.2014.01.001&partnerID=40&md5=c79c1011f49ddfb14d8d3f598631f6d5","Climate change; Estuary; Flooding; Fresh water discharge; Source-Pathway-Receptor (SPR); Tide and surge","Climate change; Flood control; Floods; Oil well flooding; Risk assessment; Risk management; Sea level; Water; Coastal flood risks; Flood protection; Fresh Water; Freshwater discharge; Mitigation measures; Risk management measures; Socioeconomic aspects; Source-Pathway-Receptor (SPR); Estuaries; climate change; climate effect; coastal zone; estuarine environment; flood forecasting; holistic approach; point source; risk assessment; sea level change; Elbe Estuary; France; Germany; Gironde Estuary; Hamburg [Germany]; Hamburg [Hamburg (STT)]; Westerschelde"
"Extreme rainfall, vulnerability and risk: A continental-scale assessment for South America","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885017043&doi=10.1098%2frsta.2012.0408&partnerID=40&md5=9de5e37772ec8aeab6b4f16f73e265c8","Climate change; Extreme weather; Flooding; Risk; Vulnerability; Water security","Climate change; Economics; Flood control; Geophysics; Oil well flooding; Population statistics; Precipitation (meteorology); Risk assessment; Risks; Economic development; Extreme precipitation; Extreme weather; Global climate changes; Natural climate variabilities; Risk management systems; Vulnerability; Water security; Floods"
"Forest cover, socioeconomics, and reported flood frequency in developing countries","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865959898&doi=10.1029%2f2011WR011701&partnerID=40&md5=71a2d26e7faf5f975b5f0041bb42d1f0",,"Emergency management; Flood frequency; Flood plains; Forest cover; Human impact; Land-use change; Natural forests; Sample selection; Socio-economics; Socioeconomic characteristics; Urban population; Deforestation; Developing countries; Economic and social effects; Population statistics; Risk management; Urban growth; Floods; anthropogenic effect; data assimilation; deforestation; developing world; floodplain; forest management; frequency analysis; heterogeneity; nature-society relations; socioeconomic status; urban growth; urban population; vegetation cover; Biological Populations; Cities; Deforestation; Developing Countries; Economic Analysis; Floods; Forest Management; Risk Management; Statistics"
"A Monte Carlo approach to the inverse problem of diffuse pollution risk in agricultural catchments","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864074195&doi=10.1016%2fj.scitotenv.2012.06.047&partnerID=40&md5=b6b524129192d5fa437b60732942195d","Diffuse pollution; Hydrological connectivity; Modelling; Nitrogen; Nutrients; Phosphorus","Agricultural catchments; Bayesian approaches; Biogeochemical process; Diffuse pollutants; Diffuse pollution; Ecological quality; Explicit treatments; Fine sediments; Freshwater ecosystem; Freshwater systems; Hydrological connectivity; Inverse approach; Model results; Monte Carlo approach; Nutrient concentrations; Nutrient pollution; Risk-based model; Spatial configuration; Spatial patterns; Bayesian networks; Biogeochemistry; Inverse problems; Land use; Models; Nitrogen; Nutrients; Phosphorus; Pollution; Risk management; Runoff; Catchments; nitrogen; phosphorus; agricultural catchment; Bayesian analysis; environmental risk; inverse problem; modeling; Monte Carlo analysis; nitrogen; nonpoint source pollution; phosphorus; agricultural waste; article; Bayes theorem; catchment; controlled study; diffuse pollution risk; environmental factor; environmental impact; environmental parameters; freshwater environment; hydrology; land use; landscape ecology; mathematical model; Monte Carlo method; nutrient concentration; pollution transport; priority journal; risk assessment; risk factor; rural area; urban area; water analysis; water quality; Agriculture; Environmental Pollution; Monte Carlo Method; United Kingdom"
"Health risk assessment of heavy metals of street dust in Beijing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867189512&partnerID=40&md5=178bdaa57f89f49ae2a72600f9409056","Beijing; Health risk assessment; Heavy metals; Street dust","assessment method; child health; concentration (composition); dust; health risk; health survey; heavy metal; pollution exposure; urban area; urban pollution; Beijing [China]; China"
"Sociodemographic predictors of health risk perception, attitude and behavior practices associated with health-emergency disaster risk management for biological hazards: The case of COVID-19 pandemic in Hong Kong, SAR China","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085891215&doi=10.3390%2fijerph17113869&partnerID=40&md5=ed347d0f6a6e29149af8536ed4cc3e38","Biological hazard; COVID-19; Health risks; Health-emergency and disaster risk management; Hong Kong; Pandemic; PHEIC; Urban","COVID-19; demography; disaster management; hazard management; health risk; public attitude; risk assessment; risk perception; viral disease; adult; aged; Article; attitude to health; China; coronavirus disease 2019; cross-sectional study; demography; evidence based medicine; female; government; hand washing; health hazard; human; infection control; information processing; male; middle aged; pandemic; perception; risk factor; risk management; self report; social status; telephone interview; traffic and transport; urban population; wellbeing; young adult; adolescent; attitude; Betacoronavirus; Coronavirus infection; disaster; emergency; health behavior; Hong Kong; hospital emergency service; pandemic; perception; socioeconomics; virus pneumonia; China; Hong Kong; Adolescent; Adult; Aged; Attitude; Betacoronavirus; China; Coronavirus Infections; Cross-Sectional Studies; Disasters; Emergencies; Emergency Service, Hospital; Female; Health Behavior; Hong Kong; Humans; Male; Middle Aged; Pandemics; Perception; Pneumonia, Viral; Risk Management; Socioeconomic Factors; Young Adult"
"The 2019 report of the MJA–Lancet Countdown on health and climate change: a turbulent year with mixed progress","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075204361&doi=10.5694%2fmja2.50405&partnerID=40&md5=ae52295828a6577d1951fd16ad234f47","Climate change; Health communication; Health financing; Health policy; Morbidity; Mortality; Population health; Risk management","coal; fuel; adaptation; air pollution; ambient air; Article; Australia; city; climate change; climate resilience; economic aspect; emergency care; employment; environmental aspects and related phenomena; environmental exposure; environmental impact; environmental sustainability; environmental temperature; greenhouse gas; health; health care planning; health hazard; health service; heatwave; human; human impact (environment); mental health; politics; productivity; renewable energy; risk assessment; season; economics; environmental policy; government; health care financing; health care planning; health care policy; mosquito vector; wildfire; Australia; Climate Change; Economics; Environmental Exposure; Environmental Policy; Extreme Hot Weather; Federal Government; Health; Health Planning; Health Policy; Healthcare Financing; Humans; Local Government; Mosquito Vectors; Politics; Renewable Energy; State Government; Vector Borne Diseases; Wildfires"
"Analyzing Vietnam's national disaster loss database for flood risk assessment using multiple linear regression-TOPSIS","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064315463&doi=10.1016%2fj.ijdrr.2019.101153&partnerID=40&md5=47842b5fbbab2b15ae329038a4b45032","Flood damage; Flood risk assessment; Flood risk map; National disaster loss database; TOPSIS; Vietnam",
"Combining co-benefits and stakeholders perceptions into green infrastructure selection for flood risk reduction","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047462406&doi=10.3390%2fenvironments5020029&partnerID=40&md5=30644d3e79a691fb7d77fa69bb11306e","Co-benefits; Decision-making; Ecosystem services; Flood risk management; Green infrastructure; Human well-being; Stakeholders’ analysis",
"Contributing to urban resilience to floods with neighbourhood design: the case of Am Sandtorkai/Dalmannkai in Hamburg","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978194789&doi=10.1111%2fjfr3.12253&partnerID=40&md5=587f744ba0cd84883ce24e0f5587a90b","DS3 model; neighbourhood scale; urban design; urban flood risk; urban resilience","building; ecosystem resilience; flood; flood control; land use; model; neighborhood; paradigm shift; qualitative analysis; risk assessment; transportation infrastructure; urban design; Germany; Hamburg [Germany]"
"Catchment scale assessment of risk posed by traffic generated heavy metals and polycyclic aromatic hydrocarbons","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021698927&doi=10.1016%2fj.ecoenv.2017.06.073&partnerID=40&md5=20d46a682a4126f194e32cee060604b7","Heavy metals; Polycyclic aromatic hydrocarbons; Risk assessment; Stormwater pollutant processes; Stormwater quality","benzene; heavy metal; polycyclic aromatic hydrocarbon; storm water; heavy metal; polycyclic aromatic hydrocarbon; rain; catchment; health risk; heavy metal; PAH; public health; risk assessment; stormwater; water quality; Article; biosafety; catchment; concentration (parameters); controlled study; environmental parameters; health hazard; high risk population; land use; molecular weight; rating scale; risk assessment; risk management; traffic; urban area; waste water management; waste water recycling; water pollutant; analysis; Australia; environmental monitoring; human; procedures; urbanization; water pollutant; Australia; Environmental Monitoring; Humans; Metals, Heavy; Polycyclic Aromatic Hydrocarbons; Rain; Risk Assessment; Urbanization; Water Pollutants, Chemical"
"Strategy for monitoring and ensuring safe operation of Russian gas transportation systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020194640&doi=10.1051%2fmatecconf%2f201710606004&partnerID=40&md5=a2fd632f6882cf3251d814bcf946bdb6",,"Damage detection; Depreciation; Gas pipelines; Pipelines; Risk management; Smart city; Background information; Detection efficiency; Development and operations; Inspection strategy; Legislative frameworks; Pipeline inspection; Production facility; Technical conditions; Accident prevention"
"Infrastructure resilience assessment, management and governance – state and perspectives","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028341135&doi=10.1007%2f978-94-024-1123-2_5&partnerID=40&md5=38aca9fe1afb21f4cb5699211f3fa86e","Biophysical resilience; Cognitive resilience; Resilience framework; Resilience functions; Resilience governance",
"Good practices for advancing urban mobility innovation: A case study of one-way carsharing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994522344&doi=10.1016%2fj.rtbm.2016.08.001&partnerID=40&md5=58f435c1e4fce1e8e23dcf366e2c30db","Innovation management; One-way carsharing; Public-private partnerships; Urban mobility",
"The crushing weight of urban waste","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957863173&doi=10.1126%2fscience.351.6274.674-a&partnerID=40&md5=896cb31fd733bfa91e0e3ad5cb3fcd55",,"China; disaster; human; landslide; prevention and control; risk management; structure collapse; waste management; China; Disasters; Humans; Landslides; Risk Management; Structure Collapse; Waste Management"
